,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
220,PersonX is given counseling,xReact,happy,Elio is given counseling. Now Elio feels happy.,Elio goes to counseling sessions and starts to feel better. Elio is happy and relieved that they can talk about their feelings openly without judgement.,"[""I'm really glad we started these sessions. I feel like I can finally talk about my feelings without being judged.""
 ""That's great to hear, Elio. How have things been going since we last spoke?""
 ""Actually, pretty good. I've been spending more time with my friends and doing things that make me happy. I feel like I'm slowly starting to heal from everything that happened.""
 ""That's terrific! It sounds like you're really making progress. Do you think you'll be ready to talk about what happened soon?""
 ""Yeah, I think so. It's still hard to think about, but I know it's something I need to do.""
 ""We can take our time with it, but whenever you're ready, we'll be here for you.""
 'Thank you. Just knowing that I have someone to talk to who understands me makes a big difference.'
 ""I'm glad we can be here for you, Elio.""]","['Elio' 'Counselor' 'Elio' 'Counselor' 'Elio' 'Counselor' 'Elio'
 'Counselor']",Elio,,,4652342,train,Yes,Yes,Yes,Yes
221,PersonX really appreciates seeing a counselor,xReact,cared for,Rustin really appreciates seeing a counselor. Now Rustin feels cared for.,"Rustin has been struggling with anxiety and depression for years, but never felt comfortable enough to seek help. After finally opening up to a close friend about his struggles, they encouraged him to seek counseling. Rustin found an amazing counselor who he feels really connected to and has started making progress in managing his mental health.","['Hey there. Thanks for meeting with me today.'
 'Of course, thank you for coming in. How are you doing today?'
 ""I'm feeling pretty good today, actually. I've been feeling a lot better lately thanks to your help.""
 ""That's great to hear! Can you tell me more about what's been going on that's helped you feel better?""
 ""Yeah, definitely. I think just being able to talk to someone about what's going on has been really helpful. And also just learning some new coping strategies and techniques from you has made a big difference too. Just feeling like I have some tools to deal with my anxiety and depression has been really empowering.""
 ""That sounds like great progress! It sounds like you're really starting to make some positive changes in your life. Keep up the good work!""]",['Rustin' 'Counselor' 'Rustin' 'Counselor' 'Rustin' 'Counselor'],Rustin,,,4652388,train,Yes,Yes,Yes,Yes
222,PersonX finds closure,xReact,at peace,Graeson finds closure. Now Graeson feels at peace.,"Graeson was in a car accident that killed his best friend. He was never able to forgive himself for it, but after years of therapy and grief counseling, he has finally been able to let go of the guilt and move on with his life.","[""I'm sorry, I know I've talked about this a lot in therapy, but I just can't seem to shake this feeling of guilt. I keep thinking about my friend who died in the accident, and how it was all my fault.""
 ""Graeson, you've been through a lot of counseling and therapy over the years since the accident. You've done a lot of work on forgiving yourself and moving on. What do you think is holding you back from letting go of the guilt completely?""
 ""I guess I just feel like I don't deserve to be forgiven. Like, how can I move on when my friend is dead because of me? It doesn't seem fair.""
 ""It's understandable that you would feel that way, but ultimately it's up to you whether or not you want to forgive yourself. If you're not ready yet, that's okay. But if you're finding that the guilt is impacting your daily life, it might be worth considering letting go of it so that you can live more fully in the present.""
 ""Yeah, I guess you're right. It's just, every time I think about it, I relive that moment when the accident happened and I see my friend's body being thrown from the car. I can't seem to forget it.""
 ""That's understandable. Those kinds of memories can be very powerful and hard to shake. But try to focus on the progress you've made since then. You were able to get through that tough time and you're still here, despite everything. That's something to be proud of.""
 ""Yeah, I guess you're right. Thank you for helping me see that.""
 'Of course, Graeson. Anytime.']","['Graeson' 'Therapist' 'Graeson' 'Therapist' 'Graeson' 'Therapist'
 'Graeson' 'Therapist']",Graeson,,,4658871,train,Yes,Yes,No,No
223,PersonX enters counseling,xReact,safe,Rocio enters counseling. Now Rocio feels safe.,Rocio enters counseling. She meets with her counselor once a week to talk about her anxiety and depression. Rocio feels safe talking to her counselor about her feelings and she is slowly starting to feel better.,"['Hi, counselor. Thanks for seeing me today.'
 'Hi, Rocio. How are you doing?'
 ""I'm doing alright. I'm feeling a little better today, but still struggling with some anxiety and depression.""
 ""That's understandable. Can you tell me more about what's going on?""
 ""Yeah. I've been having a lot of intrusive thoughts lately and my anxiety has been really bad. I'm also feeling really down and hopeless. I don't know why this is happening or how to make it stop.""
 'It sounds like you\'re going through a lot right now. intrusive thoughts can be very difficult to deal with, as well as the anxiety and depression. But it sounds like you\'re working hard to try to understand what\'s going on and how to make it better. You\'re here seeking help, which is a great first step. Let\'s see if we can work on some of these issues together and see if we can help you feel better.""'
 'Thank you, counselor. I appreciate your help.'
 ""You're welcome, Rocio. Let's get started.""]","['Rocio' 'Counselor' 'Rocio' 'Counselor' 'Rocio' 'Counselor' 'Rocio'
 'Counselor']",Rocio,,,4668723,train,Yes,Yes,Yes,No
224,PersonX’s marriage improves,xReact,hopeful,Roisin’s marriage improves. Now Roisin feels hopeful.,Roisin's marriage improved after he and his wife started attending counseling together. They began communicating better and working through their problems. Roisin feels hopeful that things will continue to get better between them.,"['Hey, I wanted to talk to you about something.' 'What is it?'
 'I was thinking maybe we should start going to counseling together.'
 'Why do you think that?'
 'Well, things have been kind of tough between us lately and I think it would help us communicate better and work through our problems.'
 ""I don't know...I'm not sure if I'm ready to open up like that.""
 ""It's okay, honey. I understand. But I really think it could help us. Plus, it's confidential so whatever we discuss will stay between us and the counselor.""
 ""Alright, let's give it a try then.""
 ""Great! I'll make an appointment and we'll go from there."" 'Okay.']","['Roisin' 'Wife' 'Roisin' 'Wife' 'Roisin' 'Wife' 'Roisin' 'Wife' 'Roisin'
 'Wife']",Roisin,,,4670147,train,Yes,Yes,Yes,No
225,PersonX receives counseling,xIntent,to be more confident,Jakhi receives counseling because Jakhi wants to be more confident.,"Jakhi is seeking counseling to help with her confidence. She wants to be able to speak up more, and feel better about herself in social situations. She hopes that counseling will give her the tools she needs to make these changes.","[""I don't know, I just feel so lost lately. I don't know how to fix it.""
 ""It sounds like you're feeling pretty down about yourself. Do you want to talk about what's going on?""
 ""Yeah, I guess so. It's just, ever since I was a kid, I've always felt like I didn't quite fit in. Like there was something wrong with me that other people could see. And it's only gotten worse as I've gotten older. Now I can't even leave the house without having a panic attack.""
 'That sounds really tough, Jakhi. Can you tell me more about why you feel this way? Do you think it has anything to do with your childhood?'
 ""Yeah, I think so. My parents were always really hard on me and never seemed happy with anything I did. They would always compare me to my brothers and tell me how much better they were than me. And no matter what I did, it never seemed good enough for them. So I guess over time, I started to believe that maybe they were right...that there was something wrong with me and that's why nobody else wanted to be around me either.""
 ""Jakhi, first of all, let me say that there is nothing wrong with you. You are perfectly fine the way you are. Secondly, your parents' words might have hurt you more than they intended because they likely came from a place of their own insecurity and anxiety instead of truly reflecting how they felt about you as a person separate from your brothers..Lastly, let's work on building up your self-esteem by practicing some positive self-talk exercises together, okay?""]",['Jakhi' 'Counselor' 'Jakhi' 'Counselor' 'Jakhi' 'Counselor'],Jakhi,,,4709662,train,Yes,Yes,Yes,Yes
226,PersonX discusses alternatives,xNeed,to be willing to discuss alternatives,Alexia was willing to discuss alternatives. Alexia discusses alternatives.,Alexia was willing to discuss alternatives. He said that he would be willing to try a different approach if it would make his wife happy. He suggested that they could try couple's therapy or counseling.,"[""I'm willing to try a different approach if it would make you happy.""
 'What do you mean?'
 ""I mean, if there's something that you want me to do differently, I'll try it.""
 'Well, I think we should go to counseling.' 'Okay.'
 'I think it would be good for us to talk to someone together about our relationship.'
 'I agree.']",['Alexia' 'Wife' 'Alexia' 'Wife' 'Alexia' 'Wife' 'Alexia'],Alexia,,,4731936,train,Yes,Yes,Yes,Yes
227,PersonX begins a counseling session,xEffect,is encouraged to continue,Golda begins a counseling session. Now Golda is encouraged to continue.,"Golda begins a counseling session by telling the counselor his name and age. The counselor asks Golda how he is doing today. Golda responds that he is feeling okay, but has been having a lot of anxiety lately.","[""It's been tough lately. I've been feeling really anxious and stressed out. I'm not sure what to do or where to turn.""
 'Thank you for sharing that with me, Golda. Can you tell me more about what has been going on that has caused you to feel this way?'
 ""Well, lately I've just been feeling really down and helpless. Everything seems so overwhelming and I don't know how to cope. I feel like I'm just spinning my wheels and getting nowhere.""
 'That sounds very difficult. It sounds like you are feeling stuck in a rut right now. Have you been able to identify any specific triggers or situations that have contributed to your anxiety?'
 ""Yeah, I think part of it is just feeling like I'm not in control of my life. My job is really demanding and I'm just constantly under a lot of pressure. I feel like I'm just treading water and trying to keep my head above water, but I'm never really making any progress.""
 ""It sounds like your job is a major source of stress for you right now. Have you considered making any changes or taking any steps to reduce the amount of stress you're experiencing at work?""
 ""Yeah, I've thought about looking for a new job, but that's really scary. And also, even if I found a new job, there's no guarantee that it would be any less stressful than my current one. So, I don't know...I feel like I'm kind of stuck.""
 ""Well, it sounds like you have given some thought to changing jobs, but you're hesitant because you're worried about the unknown. That's understandable. Can you think of anything else that might help reduce your anxiety levels?""
 ""Yeah, I've been thinking about talking to my boss about maybe reducing my workload or changing my hours. But again, that's really scary because I don't want to seem like I can't handle the work or that I'm not committed to the company.""
 ""It sounds like you're worried about what others might think if you make a change at work. Have you talked to anyone else about how you're feeling?""
 ""No, not really...I guess I've just been keeping it all to myself because I feel like nobody would understand what I'm going through or be able to help me anyway.""
 ""Golda, it sounds like you're feeling very isolated right now and that's contributing to your anxiety levels. It might be helpful for you to talk to someone who can understand what you're going through and offer some support. Would you be willing to talk with someone else about this?""
 ""Yeah...I guess so...I mean, it can't hurt, right?""]","['Golda' 'Counselor' 'Golda' 'Counselor' 'Golda' 'Counselor' 'Golda'
 'Counselor' 'Golda' 'Counselor' 'Golda' 'Counselor' 'Golda']",Golda,,,4735112,train,Yes,Yes,Yes,Yes
228,PersonX enters counseling,xReact,supported,Paxton enters counseling. Now Paxton feels supported.,"Now that Paxton has started attending counseling sessions, she feels much more supported. In particular, she appreciates being able to openly discuss her anxieties and feelings with her counselor, who always listens attentively and offers valuable insights. As a result of this regular support, Paxton feels calmer and more capable of dealing with whatever challenges come her way.","[""I'm really glad I started coming to counseling. It's been really helpful to have someone to talk to about all of this stuff.""
 ""I'm glad to hear that, Paxton. How have things been going since we last spoke?""
 ""Well, I've been feeling a little better overall, but I'm still struggling with anxiety quite a bit. It's just hard for me to relax and feel like everything is going to be okay.""
 ""That makes sense. Can you tell me more about what you're anxious about specifically?""
 ""I guess I'm just worried about the future in general. I don't know what's going to happen or how things are going to turn out, and it's scary not having any control over it.""
 'Yes, that can be very frightening. But one thing you can control is how you respond to your anxiety. For example, instead of letting it take over your thoughts and emotions, you can choose to focus on something else, like positive affirmations or breathing exercises. Just remember that you are strong and capable of handling whatever comes your way.'
 'Thank you for reminding me of that. Just knowing that I have some control over my anxiety makes me feel a little better already.']",['Paxton' 'Counselor' 'Paxton' 'Counselor' 'Paxton' 'Counselor' 'Paxton'],Paxton,,,4788184,train,Yes,Yes,Yes,Yes
229,PersonX goes back to counseling,xNeed,to be going to counseling,Carys was going to counseling. Carys goes back to counseling.,Carys is going to counseling. She has been going for a few months and it has been helping her deal with her anxiety. She goes back tomorrow for another session.,"[""I'm feeling really anxious about my upcoming session tomorrow. I'm not sure what to expect or what we'll talk about.""
 ""It sounds like you're feeling a lot of pressure and have some worries about tomorrow's session. Let's explore those feelings a bit and see if we can't ease some of that anxiety. What specifically are you worried about? Is it the unknown, or is there something specific that's worrying you?""
 ""I guess I'm just worried about what we'll talk about. I'm not sure if I'm ready to talk about some of the things that have been on my mind lately.""
 ""That's understandable. It can be tough to open up and share our innermost thoughts and feelings, especially when we're feeling vulnerable. But remember, you're in control of the conversation. If there's something you're not comfortable discussing, you can always say so. We can talk about whatever you'd like tomorrow, but maybe this is something we can touch on next time?""
 'Yeah, that sounds good. Thanks for understanding.'
 'Of course, Carys. See you tomorrow.']",['Carys' 'Counselor' 'Carys' 'Counselor' 'Carys' 'Counselor'],Carys,,,4794460,train,Yes,Yes,Yes,Yes
230,PersonX receives counseling,xIntent,to be in control of his life,Lucus receives counseling because Lucus wants to be in control of his life.,"Lucus, a college student, is having trouble in school and decides to seek out counseling. She meets with her counselor weekly to discuss her goals and progress. Through this process, Lucus begins to understand herself better and starts making positive changes in her life.","['Hi, thank you for meeting with me today.'
 'Of course, how are you doing?'
 ""I've been better. I'm struggling a bit in school and I just feel really lost right now.""
 ""That sounds tough. Can you tell me more about what's going on?""
 ""It's just that everything feels so overwhelming and I don't know where to start. I feel like I'm falling behind and I'm really stressed out all the time.""
 'Do you want to talk about specific classes or assignments that are giving you trouble?'
 ""Yeah, there's this one paper that's due soon and I have no idea what to write about. And then there's this test coming up that I'm really worried about too. Every time I sit down to study, my mind just goes blank and I can't focus at all. Sometimes it feels like everything is moving too fast and I can't keep up. Other times, it feels like everything is just happening in slow motion and nothing is getting done. It's so frustrating!""
 ""It sounds like you're feeling really stuck right now. That's understandable given everything that you're dealing with. Let's see if we can brainstorm some ideas for how to get unstuck. Do you have any thoughts about what might help?""
 ""I don't know, I just feel so lost. I don't even know where to start.""
 'Well, one place we could start is by breaking down your paper into smaller tasks. For example, maybe you can start by brainstorming a list of possible topics to write about. Once you have a few ideas, you can then narrow it down to the one that you want to focus on. Then, you can begin doing some research and outlining your paper. Breaking it down into smaller steps like this might make it feel less overwhelming and more manageable.'
 ""Yeah, that makes sense. I think I need to structure my time better too. I've been trying to study for hours at a time, but it's just not working out well for me.""
 ""Yes, it sounds like trying to study for long periods of time is actually causing more anxiety for you because you're not able to focus properly and retain information during those times anyway. So, in addition to breaking down your assignments into smaller tasks, maybe try setting shorter study periods for yourself as well. For example, instead of studying for three hours straight, maybe try studying for 30 minutes and then taking a 10-minute break in between each session. See if that works better for you in terms of being able to focus and retaining information better.""
 'Yeah, that definitely sounds like it would be less stressful. I\'m going to try that next time I sit down to study then.""']","['Lucus' 'Counselor' 'Lucus' 'Counselor' 'Lucus' 'Counselor' 'Lucus'
 'Counselor' 'Lucus' 'Counselor' 'Lucus' 'Counselor' 'Lucus']",Lucus,,,4819599,train,Yes,Yes,Yes,Yes
231,PersonX enters counseling,xAttr,troubled,Leonidas is troubled. Leonidas enters counseling.,Leonidas is having trouble adjusting to her new school and is feeling isolated. She enters counseling in order to talk about her feelings and figure out how to make friends.,"[""I don't know, it's just hard. I've been here for a month and I still don't have any friends.""
 'Why do you think that is?'
 ""I don't know. Everyone seems to already have their groups and they're not interested in making new friends.""
 'Have you tried reaching out to anyone?'
 ""Yeah, I've tried talking to people but it feels like they're just not interested.""
 ""That must be really tough for you, feeling like you're the only one who is struggling to make friends.""
 'Yeah, it is. I just feel so alone all the time and I hate it.'
 ""Well, let's talk about some strategies for making friends then. What do you think might work?""]","['Leonidas' 'Counselor' 'Leonidas' 'Counselor' 'Leonidas' 'Counselor'
 'Leonidas' 'Counselor']",Leonidas,,,4852801,train,Yes,Yes,Yes,Yes
232,PersonX hears a counselor on the radio,xWant,to go to counseling,Landrie hears a counselor on the radio. Now Landrie wants to go to counseling.,The counselor on the radio was talking about how counseling can help people with their problems. Landrie was interested in what the counselor had to say and decided that he wanted to try counseling.,"[""I'm struggling with some things in my life and I was wondering if counseling could help me out.""
 'Absolutely! Counseling can be a great way to help people work through their problems. It can provide a safe space for you to explore your thoughts and feelings, and to learn more about yourself. Counseling can also help you develop new skills for dealing with difficult situations.'
 ""That sounds really helpful! I'm not sure if I'm ready to talk about my problems with someone, but I'm willing to give it a try.""
 ""That's great! I encourage you to be as open and honest as you feel comfortable during our sessions. It might take some time for you to feel comfortable sharing everything, but that's okay. Just take your time and let me know if there's anything you're not comfortable discussing.""
 ""Alright, I'll try my best.""
 ""Great! I'm here to support you through whatever you need to talk about.""]",['Landrie' 'Counselor' 'Landrie' 'Counselor' 'Landrie' 'Counselor'],Landrie,,,4909864,train,Yes,Yes,Unknown,Yes
233,PersonX hears a counselor on the radio,xEffect,goes to counseling,Carlos hears a counselor on the radio. Now Carlos goes to counseling.,Carlos hears a counselor on the radio. The counselor is talking about how to deal with stress. Carlos decides to go to counseling.,"['So, how do you deal with stress?'
 'One way to deal with stress is to figure out what is causing it. Once you know what is causing your stress, you can start to make a plan to address it.'
 ""That makes sense. I've been feeling really stressed lately but I'm not sure why.""
 ""Well, let's explore that together. What has been going on in your life that might be causing you stress?""
 ""I don't know. Everything just seems really overwhelming lately.""
 'Can you give me some more specific examples?'
 ""Well, school has been really tough and I'm worried about my grades. And my parents are always fighting and it's just really stressful at home.""
 ""It sounds like you have a lot on your plate. It's no wonder you're feeling stressed out! Let's see if we can come up with a plan to help you deal with all of this. Do you think that would be helpful?""]","['Carlos' 'Counselor' 'Carlos' 'Counselor' 'Carlos' 'Counselor' 'Carlos'
 'Counselor']",Carlos,,,4924999,train,Yes,Yes,Unknown,No
234,PersonX decides to get help,xAttr,determined,Marcellus is determined. Marcellus decides to get help.,Marcellus was determined to get help. He decided that he would go to the counseling center on campus. He made an appointment and went to his first session.,"['Hi, thanks for seeing me.' 'Of course, what can I do for you?'
 ""Well, it's hard to know where to start. I guess I've been feeling really down lately and I'm not sure why. Everything just feels so overwhelming and hopeless. I don't feel like myself anymore and I don't know how to fix it.""
 ""That sounds very difficult. Can you tell me more about how you've been feeling?""
 ""Well, like I said, I just feel really down. I'm not interested in anything anymore and I just feel really hopeless. Everything feels so pointless.""
 'That does sound very tough. Have you been having any suicidal thoughts?'
 ""Yeah, I have actually. I've been thinking about it a lot lately and I'm just not sure how much longer I can keep going like this.""
 ""Okay, well first of all, it's important to know that you are not alone in feeling this way and that there is help available. Suicide is a permanent solution to a temporary problem and we want to do everything we can to help you through this difficult time. Let's talk about some coping strategies that might help you deal with these feelings.""]","['Marcellus' 'Counselor' 'Marcellus' 'Counselor' 'Marcellus' 'Counselor'
 'Marcellus' 'Counselor']",Marcellus,,,4936285,train,Yes,Yes,Yes,Yes
235,PersonX talks to PersonY about their marriage,xIntent,to save their marriage,Jhett talks to Jamyia about their marriage because Jhett wants to save their marriage.,"Jhett talked to Jamyia about their marriage because Jhett wanted to save their marriage. He said that he was willing to do anything to make it work, and he asked her what she thought they could do to improve things. Jamyia said that she appreciated his willingness to talk and work on things, and she suggested counseling as a way to start working on their issues.","[""I'm willing to do anything to make our marriage work. What do you think we can do to improve things?""
 'Counseling could be a good way to start working on our issues.'
 ""I'm open to that. What do you think we should work on in counseling?""
 'I think we need to work on communication and trust.'
 ""I agree. I'm sorry for not being more communicative in the past. I'll try to do better.""
 'Thank you. I appreciate your willingness to try.']",['Jhett' 'Jamyia' 'Jhett' 'Jamyia' 'Jhett' 'Jamyia'],Jhett,Jamyia,,4939008,train,Yes,Yes,Yes,Yes
236,PersonX goes back to counseling,xIntent,to improve her relationship with her mother,Kaydance goes back to counseling because Kaydance wants to improve her relationship with her mother.,"Kaydance goes back to counseling because she wants to improve her relationship with her mother. She has been attending counseling sessions for the past few months, but she feels like she's not making any progress. She hopes that by going back, she'll be able to finally make some headway.","[""I feel like I'm not making any progress.""
 ""How do you feel like you're not making any progress?""
 ""I don't know. It just feels like every time I try to talk to my mom, we just end up arguing. And then afterwards, I feel even worse than before.""
 ""It sounds like you're feeling really frustrated. Can you tell me more about that?""
 ""Yeah, I guess I am. I just wish things could be different between us. We used to be so close, and now it feels like we're worlds apart. All she ever wants to talk about is how disappointed she is in me and how much of a screw-up I am. It's really hard to take sometimes.""
 'That does sound difficult. Do you think there might be some underlying reasons why your relationship has changed so much?'
 'Like what?'
 'Well, have there been any major changes or events in your life recently that might have impacted your relationship with your mom?'
 'You mean besides the fact that I dropped out of college and moved back home? Yeah, that definitely didn\'t help things. But even before that, things were already pretty strained between us. She\'s always been a bit of a perfectionist and she\'s always had high expectations for me, but it seems like lately she\'s been even harder on me than usual. Nothing I do is ever good enough for her anymore. And now with me being back home and not doing anything with my life, she says it\'s just confirmed everything she always thought about me – that I\'m lazy and irresponsible and will never amount to anything."" Kaydance pauses for a moment before continuing tearfully,""I just hate feeling like such a disappointment to her all the time.""']","['Kaydance' 'Counselor' 'Kaydance' 'Counselor' 'Kaydance' 'Counselor'
 'Kaydance' 'Counselor' 'Kaydance']",Kaydance,,,4971236,train,Yes,Yes,Unknown,Yes
237,PersonX begins a counseling session,xReact,open,Louie begins a counseling session. Now Louie feels open.,Louie began a counseling session by discussing her recent problems and how they had been affecting her. She felt that she could trust the counselor and feel comfortable discussing sensitive topics.,"[""I don't know what's wrong with me. I just can't seem to focus on anything or be happy anymore.""
 ""It sounds like you've been going through a tough time. Can you tell me more about what's been going on?""
 ""I just feel like I'm stuck in this rut and I can't get out of it. Everything feels so pointless and I don't know how to make it better.""
 ""It sounds like you're feeling lost and helpless right now. But it's important to remember that you are not alone in this and there are people who care about you and want to help you through this tough time.""
 ""It's just so hard. I feel like I've tried everything and nothing works.""
 ""Well, sometimes it takes a while to find the right solution. But it's important to keep trying and to believe that things can get better. Do you have any ideas about what might help you feel better?""
 ""I don't know. I just wish I could find some way to make all of this go away.""
 ""It sounds like you're feeling really overwhelmed right now. Maybe one thing we could work on is finding some ways to deal with stress and anxiety. There are lots of different techniques that can be helpful in managing these feelings. Would you be interested in learning more about some of these techniques?""]","['Louie' 'Counselor' 'Louie' 'Counselor' 'Louie' 'Counselor' 'Louie'
 'Counselor']",Louie,,,4996955,train,Yes,Yes,Unknown,No
238,PersonX needs counseling,xAttr,depressed,Shantel is depressed. Shantel needs counseling.,Shantel is depressed because she lost her job and her boyfriend left her. She is struggling to pay her bills and feels like she has no one to turn to. Shantel needs counseling to help her deal with her depression and get her life back on track.,"[""I just feel so lost right now. I don't know what to do or where to turn.""
 ""It sounds like you are going through a lot and feeling very overwhelmed. Depression can make it difficult to see hope or a way out of our current situation. Let's talk about some things that may help you feel better and give you some direction.""
 ""I don't know if anything can help me feel better at this point. I've lost my job, my boyfriend left me, and I'm struggling to pay my bills. I just feel like such a failure.""
 'While it is understandable to feel down after experiencing all of these losses, it is important to remember that depression is not your fault and there is nothing wrong with seeking help. You are taking the first step by talking to me today. Can you tell me more about why you feel like a failure?'
 ""I guess it just feels like everything in my life is falling apart and I can't seem to fix it. No matter what I do, things just keep getting worse. And now with the holidays coming up, it just feels like everything is so hopeless.""
 ""The holiday season can be tough for people who are struggling emotionally because it can be a reminder of all that we're missing in our lives or of past happy times that we're no longer experiencing. But again, it's important to remember that depression is not your fault and there is hope for feeling better again. What has helped you in the past when you've felt down? Is there anything you can do now to take care of yourself physically or emotionally?""
 'In the past, spending time with friends and family has really helped me when I\'ve felt down but right now everyone seems so busy with their own lives and I don\'t want to burden them with my problems. And as far as taking care of myself goes,I\'ve been trying to eat healthy and exercise but it\'s hard when I\'m feeling so low energy all the time. Just getting out of bed in the morning feels like such a struggle.""']","['Shantel' 'Counselor' 'Shantel' 'Counselor' 'Shantel' 'Counselor'
 'Shantel']",Shantel,,,5032498,train,Yes,Yes,Yes,Yes
239,PersonX talks to PersonY about their marriage,xEffect,and PersonY reconcile,Ruthie talks to Terri about their marriage. Now Ruthie and Terri reconcile.,Ruthie tells Terri that he is sorry for the way he has been acting and that he wants to work on their marriage. Terri says she is sorry too and they hug. They both agree to go to counseling and try to improve their communication.,"[""I'm sorry for the way I've been acting. I know it's been really hard on you.""
 ""It has been really tough. I feel like we're always fighting and we're not communicating well.""
 ""I know. I want to try to work on our marriage. I don't want to lose you.""
 ""I don't want to lose you either. Counseling might help us communicate better.""
 ""I think that's a good idea."" 'We should probably go soon.'
 ""Yeah, I think that's a good idea.""]",['Ruthie' 'Terri' 'Ruthie' 'Terri' 'Ruthie' 'Terri' 'Ruthie'],Ruthie,Terri,,5045242,train,Yes,Yes,Yes,Yes
240,PersonX talks with a psychologist,xReact,depressed,Denton talks with a psychologist. Now Denton feels depressed.,"Denton spoke with a psychologist about theirdepression. The psychologist noted that Denton had been feeling down for a while and that they were struggling to find enjoyment in activities they used to enjoy. They advised Denton to seek counseling and medication if necessary, in order to help them cope with their depression.","[""Yeah, I've been feeling down for a while now. I'm struggling to find enjoyment in activities I used to enjoy.""
 'That sounds very difficult. What do you think might be causing your depression?'
 ""I'm not really sure. I guess it could be a combination of things. My job is pretty stressful and I don't have much free time to do things I enjoy. Plus, my personal life isn't great either. I'm single and all my friends are in relationships or married with kids. It feels like everyone is moving on with their lives and leaving me behind.""
 ""It sounds like you're feeling isolated and like you're not where you want to be in life. That can definitely contribute to depression. Do you have anyone you can talk to about how you're feeling?""
 ""No, not really. My family is out of town and my friends are busy with their own lives. Plus, I don't really want to burden them with my problems.""
 ""That's understandable, but it's important to have someone to talk to about what's going on with you. Is there anyone at work you can confide in?""
 ""No, not really. We're all pretty busy and stressed out at work and nobody ever has time for small talk, let alone anything serious.""
 'Well, it sounds like you\'re feeling pretty alone right now. Have you considered seeing a counselor or therapist? They can help provide support and guidance through difficult times like this. Medication may also be an option if your depression is severe enough.""']","['Denton' 'Psychologist' 'Denton' 'Psychologist' 'Denton' 'Psychologist'
 'Denton' 'Psychologist']",Denton,,,5054298,train,Yes,Yes,Yes,Yes
241,PersonX begins a counseling session,xEffect,is helped by the counselor,Jayquan begins a counseling session. Now Jayquan is helped by the counselor.,Jayquan begins a counseling session. Jayquan tells the counselor that she is struggling with anxiety and feels like she can't cope with her daily life. The counselor listens to Jayquan and gives her some tips on how to manage her anxiety.,"[""I just feel so overwhelmed all the time. I can't even focus on anything anymore.""
 ""It sounds like you're really struggling with anxiety. Let's talk about some ways that we can help you manage that anxiety and get through your day-to-day life. One thing that might be helpful is to come up with a list of things that make you anxious and then brainstorming some coping strategies for each one. For example, if you're anxious about going to work, you might come up with a plan to get ready for work the night before so you're not rushed in the morning, or you might try deep breathing exercises before walking into your office.""
 'That actually makes a lot of sense. I never really thought of it that way before.'
 ""Another thing that can be helpful is to schedule in some relaxation time for yourself every day. This can be something as simple as taking a few minutes to read or take a bath. It's important to find something that works for you and that you enjoy so that it doesn't feel like another chore on your list. Taking care of yourself is essential in managing anxiety and stress.""
 ""Yeah, I definitely need to start doing more of that. I always feel guilty when I take time for myself because there's always something else I could be doing instead.""
 ""That's a common feeling, but it's important to remember that taking care of yourself is not selfish, it's necessary. You deserve to have some time each day where you can relax and recharge, even if it's just for 10 minutes""]",['Jayquan' 'Counselor' 'Jayquan' 'Counselor' 'Jayquan' 'Counselor'],Jayquan,,,5068119,train,Yes,Yes,Yes,Yes
242,PersonX begins a counseling session,xReact,anxious,Amyia begins a counseling session. Now Amyia feels anxious.,Amyia begins a counseling session. He feels nervous and unsure of what to expect. He fidgets with his hands and avoids making eye contact with the counselor.,"[""Hi. Thanks for seeing me today. I'm not really sure what to expect, but I guess I just need someone to talk to.""
 ""That's perfectly normal, Amyia. Why don't you start by telling me a little bit about why you're here?""
 ""Well, I've been feeling really down lately. I'm not enjoying the things I used to and I just feel kind of lost. My grades have been slipping and I've been getting into arguments with my parents a lot. They just don't understand what it's like for me right now.""
 ""It sounds like you're going through a tough time. Can you tell me more about how you're feeling? Are you having any thoughts of harming yourself or others?""
 ""No, nothing like that. I would never hurt myself or anyone else on purpose. It's just that everything feels so hard right now and sometimes I wonder if it's worth it to keep going.""
 'Thank you for sharing that with me, Amyia. It sounds like you\'re feeling pretty hopeless right now. But it\'s important to remember that there is always hope, no matter how dark things seem at the moment. suicidal thoughts are very common during periods of depression, so please don\'t hesitate to reach out for help if those thoughts become too overwhelming or intense.""']",['Amyia' 'Counselor' 'Amyia' 'Counselor' 'Amyia' 'Counselor'],Amyia,,,5069687,train,Yes,Yes,Unknown,No
