,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
469,PersonX gains PersonY's confidence,xIntent,to make PersonY feel better,Auburn gains Kaeson's confidence because Auburn wants to make Kaeson feel better.,"Auburn sits next to Kaeson on the bench, wanting to make him feel better. Auburn begins to talk to Kaeson about his day and what he did over the weekend. As they talk, Auburn realizes that he likes spending time with Kaeson and gets to know him better.","['So what did you do over the weekend?'
 'I hung out with my friends and went to the movies.'
 'What movie did you see?'
 'We saw the new Transformers movie. It was really cool.'
 ""I've been wanting to see that! How was it?""
 'It was really good. There were a lot of action scenes and the special effects were great.'
 ""That sounds awesome! I'm definitely going to have to see it.""]",['Auburn' 'Kaeson' 'Auburn' 'Kaeson' 'Auburn' 'Kaeson' 'Auburn'],Auburn,Kaeson,,4062634,train,Yes,Yes,No,No
470,PersonX brings PersonY to a conference,xIntent,to make PersonY feel better,Jamika brings Amiracle to a conference because Jamika wants to make Amiracle feel better.,Jamika brought Amiracle to a conference she was attending in order to make him feel better. The conference was being held in a large hotel and there were many people in attendance. Amiracle enjoyed listening to the various speakers and meeting new people.,"['Hi Amiracle. How are you doing today?'
 ""I'm feeling a bit better, thank you. This conference is interesting.""
 ""Yes, I'm glad you're enjoying it. There are a lot of great speakers here. Have you had a chance to meet any new people?""
 ""Yes, I have. I've made some new friends.""
 ""That's great! I'm glad you're enjoying yourself.""]",['Jamika' 'Amiracle' 'Jamika' 'Amiracle' 'Jamika'],Jamika,Amiracle,,4069482,train,Yes,Yes,Yes,No
471,PersonX and PersonY talk over a drink,xIntent,to make PersonY feel better,Kiaya and Danae talk over a drink because Kiaya wants to make Danae feel better.,"Kiaya wanted to make Danae feel better after her rough day, so she bought her a drink and they talked for a while. Danae appreciated the gesture and felt better after getting everything off her chest.","[""Hey, I saw you having a tough day today. Here, I bought you a drink. Let's talk about what's going on.""
 ""Thank you, Kiaya. It was definitely a rough day. I'm just so frustrated with everything right now.""
 ""Well, let's start with what happened today. What made it so tough?""
 ""Well, first of all, my boss was being really unreasonable and demanding today. He wanted me to stay late and work on this project that's due tomorrow, but I just didn't have the time or energy to do it. And then when I tried to explain that to him, he just got really angry and started yelling at me. It was just really frustrating and upsetting.""
 'Yeah, that sounds rough. But it sounds like you handled it pretty well considering how upset you must have been feeling.'
 ""Thanks. I tried my best to keep calm and not get too emotional about it, but it was really hard. Especially because he's my boss and I need this job... but at the same time, I don't want to be treated like this all the time either. It's just such a difficult situation to be in...""
 'Yeah, I can imagine how tough that must be for you... But try not to worry too much about it for now - we\'ll figure something out together, okay? In the meantime, just try to relax and take care of yourself as best as you can.""']",['Kiaya' 'Danae' 'Kiaya' 'Danae' 'Kiaya' 'Danae' 'Kiaya'],Kiaya,Danae,,4074803,train,Yes,Yes,Yes,Yes
472,PersonX folds PersonY's fingers,xIntent,to make PersonY feel better,Kenzi folds Kathya's fingers because Kenzi wants to make Kathya feel better.,"Kenzi wanted to make Kathya feel better, so Kenzi folded Kathya's fingers. This made Kathya feel more comfortable and less anxious.","[""Hey, it's okay. I'm here for you.""
 ""I appreciate that, Kenzi. I'm just feeling a bit overwhelmed right now. Everything seems so overwhelming and I don't know how to cope.""
 ""Well, let's start with some deep breathing exercises, shall we? Inhale through your nose and exhale through your mouth slowly. Just focus on your breath going in and out.""
 'Alright, that does seem to be helping a bit already. Thank you, Kenzi.'
 ""You're welcome, McKenzie. Just keep focusing on your breath and see if you can let go of some of the tension you're feeling.""
 ""Yeah, I think I'm starting to feel a bit better. Thanks for talking with me, Kenzi.""
 'Any time, McKenzie.']",['Kenzi' 'Kathya' 'Kenzi' 'Kathya' 'Kenzi' 'Kathya' 'Kenzi'],Kenzi,Kathya,,4080499,train,Yes,Yes,Yes,No
473,PersonX attempts to talk to PersonY,xIntent,to make PersonY feel better,Tru attempts to talk to Bryon because Tru wants to make Bryon feel better.,"Tru attempts to talk to Bryon because Tru wants Bryon to feel better about the situation. Tru tries to be understanding and comforting, but Bryon is still very upset.","[""I'm so sorry that this is happening, Bryon. I know it must be really tough for you right now. Can I do anything to help you feel better?""
 ""No, there's nothing anyone can do. My life is ruined and it's all because of that stupid boy! I hate him so much!""
 ""Try to take some deep breaths and relax. I know it's hard, but try to think about something else for a little while. Maybe something that makes you happy.""
 ""But everything reminds me of him! And now I have to see his stupid face every day in class. It's just too much!""
 'Maybe you could talk to your teacher about sitting somewhere else in the classroom. Would that make it easier for you?'
 ""I don't know...maybe. But even if I don't have to sit by him, I'll still see him all the time around school. He's everywhere!""
 ""Yeah, I understand how you feel. It's hard when someone we care about hurts us like this. But eventually, the pain will start to fade and you'll be able to move on with your life.""]",['Tru' 'Bryon' 'Tru' 'Bryon' 'Tru' 'Bryon' 'Tru'],Tru,Bryon,,4122851,train,Yes,Yes,Yes,Yes
474,PersonX touches PersonY's wrist,xIntent,to make PersonY feel better,Willis touches Sachin's wrist because Willis wants to make Sachin feel better.,Willis touched Sachin's wrist because Willis wanted to make Sachin feel better. He knew that she was upset and he wanted to comfort her. By touchi,"['Hey, are you okay? You look upset.'
 ""I'm fine. Just a little overwhelmed."" 'Do you want to talk about it?'
 ""It's just everything that's going on. My mom is really sick and I'm just trying to deal with it the best that I can.""
 ""I'm so sorry. That must be really tough for you. If there's anything I can do to help, please let me know.""
 ""Thanks, Willis. Just knowing you're here for me makes me feel a little better already.""]",['Willis' 'Sachin' 'Willis' 'Sachin' 'Willis' 'Sachin'],Willis,Sachin,,4128498,train,Yes,Yes,Unknown,No
475,PersonX insists that PersonY says hello,xIntent,to make PersonY feel better,Augusta insists that Corbyn says hello because Augusta wants to make Corbyn feel better.,"Augusta feels bad that Corbyn looks so sad, so she insists that Corbyn says hello. Augusta wants to make Corbyn feel better because she cares about her.","['Corbyn, why do you look so sad?'
 ""I don't know. I just feel like something is missing in my life.""
 'Well, what do you think is missing?'
 ""I'm not sure. I just feel like there's something more that I should be doing with my life.""
 ""Corbyn, you're only 22. You have your whole life ahead of you. There's no rush to figure everything out right now.""
 'I know, but it feels like time is running out.'
 'Why do you feel like that?'
 ""Because everyone around me seems to have their lives together and they seem to be moving forward while I'm stuck in the same place.""
 ""Corbyn, that's not true. You're just comparing yourself to other people and that's never a good idea. Everyone has their own timeline and you're exactly where you're supposed to be right now. Just focus on your own journey and don't compare yourself to anyone else.""]","['Augusta' 'Corbyn' 'Augusta' 'Corbyn' 'Augusta' 'Corbyn' 'Augusta'
 'Corbyn' 'Augusta']",Augusta,Corbyn,,4128910,train,Yes,Yes,No,No
476,PersonX earns PersonY's love,xNeed,to make PersonY feel better,Nehemiah made Lorelai feel better. Nehemiah earns Lorelai's love.,Nehemiah made Lorelai feel better by being there for him and listening to him. She was always there for him when he needed her and she never judged him. Lorelai loved Nehemiah because she was always his rock.,"['Hi Lorelai. How are you doing today?'
 ""I'm okay, I guess. Just feeling a little down."" ""Oh, what's wrong?""
 ""It's just been a tough week. My grandma died and I'm just having a hard time dealing with it.""
 ""Lorelai, I'm so sorry. That must be really tough for you. Do you want to talk about it?""
 ""Yeah, I think I need to. It's just been really hard since she passed away. We were really close and it's just been really hard to deal with her death.""
 ""Of course, Lorelai. Let me know if there's anything I can do to help you or if you just need to talk about anything. I'm here for you, no matter what""]",['Nehemiah' 'Lorelai' 'Nehemiah' 'Lorelai' 'Nehemiah' 'Lorelai' 'Nehemiah'],Nehemiah,Lorelai,,4146792,train,Yes,Yes,Unknown,Unknown
477,PersonX makes PersonY aware of the matter,xWant,to make PersonY feel better,Neila makes Sylus aware of the matter. Now Neila wants to make Sylus feel better.,"Neila wanted to make Sylus feel better, so she decided to talk to her about the situation. She explained that she was sorry for what had happened and that she wanted to help her through it.","[""Hey, I'm really sorry about what happened. I know you're going through a lot right now.""
 ""Yeah, I don't really know how to deal with it.""
 'Well, maybe we can talk about it and figure out a plan together. What do you think?'
 ""I don't know, I just feel so lost right now.""
 ""Hey, it's okay. We'll figure this out together. Just take some deep breaths and let's start from the beginning. Tell me what happened.""
 ""It was just such a shock. I mean, one minute we're talking about our future and the next he's breaking up with me. I don't even know what happened.""
 'Do you want to talk about what he said? Maybe that will help us understand why he did it.'
 ""He said that he wasn't ready for a serious relationship and that he needed some time to figure things out.""
 ""Okay, so it sounds like he wasn't ready for a committed relationship. That doesn't necessarily mean that he doesn't care about you, though. Maybe he just needs some time to sort through his feelings.""
 ""But why did he have to break up with me? couldn't we have just taken a break or something?""
 'Well, maybe he was afraid that if you took a break, you would end up getting back together and then things would be even more difficult down the road. He may have thought that breaking up with you now would be easier in the long run.'
 ""I just don't understand why this had to happen at all. We were doing so well and I thought things were going great between us.""
 ""Yeah, I know it's tough right now, but try to remember all of the good times you had together. It's important to focus on the positive aspects of your relationship rather than dwelling on the negative.""
 ""Yeah, I guess you're right. It's just really hard right now""]","['Neila' 'Sylus' 'Neila' 'Sylus' 'Neila' 'Sylus' 'Neila' 'Sylus' 'Neila'
 'Sylus' 'Neila' 'Sylus' 'Neila' 'Sylus']",Neila,Sylus,,4147559,train,Yes,Yes,Yes,Yes
478,PersonX brings PersonY,xIntent,to make PersonY feel better,Amarri brings Bonnie because Amarri wants to make Bonnie feel better.,"Amarri sees that Bonnie is sad, so she brings her a present to make her feel better. The present is a book about a bunny rabbit.","['Hi, Bonnie. I saw that you were looking sad, so I brought you a present.'
 'What is it?'
 ""It's a book about a bunny rabbit. I thought you might like it.""
 'Thank you, Amarri. That was really sweet of you.']",['Amarri' 'Bonnie' 'Amarri' 'Bonnie'],Amarri,Bonnie,,4150231,train,Yes,Yes,Yes,Yes
479,PersonX explains PersonY's mistake,xWant,to make PersonY feel better,Jin explains Tanay's mistake. Now Jin wants to make Tanay feel better.,"Jin tried to explain Tanay's mistake. ""You shouldn't have trusted her,"" she said. ""I know you're sorry, but you have to be more careful in the future."" Jin wanted to make Tanay feel better, so she told him it was okay and that everyone makes mistakes sometimes.","[""Tanay, I'm so sorry that happened to you.""
 ""It's not your fault. I should have been more careful.""
 ""You shouldn't have trusted her, but I know you're sorry and that you'll be more careful in the future.""
 'Thanks for understanding, Jin. It means a lot to me.']",['Jin' 'Tanay' 'Jin' 'Tanay'],Jin,Tanay,,4171798,train,Yes,Yes,Yes,Yes
480,PersonX draws PersonY’s bath,xIntent,to make PersonY feel better,Oaklyn draws Wanda’s bath because Oaklyn wants to make Wanda feel better.,Oaklyn drew Wanda's bath because he wanted her to feel better. He ran the water until it was just the right temperature and then added some bubbles. He knew that Wanda loved baths with lots of bubbles.,"['Hi, Wanda. I wanted to draw you a bath so you could relax.'
 'Oh, thank you, Oaklyn. That was really sweet of you.'
 'I know how much you love baths with lots of bubbles, so I made sure to add plenty.'
 'You remembered! Thank you so much. This is exactly what I needed.'
 ""I'm glad I could help. Let me know if you need anything else.""
 'I will, thank you again.']",['Oaklyn' 'Wanda' 'Oaklyn' 'Wanda' 'Oaklyn' 'Wanda'],Oaklyn,Wanda,,4186681,train,Yes,Yes,Yes,Yes
481,PersonX is disappointed by PersonY's comment,xWant,to make PersonY feel better,Delvon is disappointed by Schuyler's comment. Now Delvon wants to make Schuyler feel better.,"Delvon is disappointed by Schuyler's comment. Delvon had wanted to make Schuyler feel better, but now he feels worse. He decides to try and make Schuyler feel better by doing something nice for him.","[""Hey, I'm sorry about what I said earlier. I didn't mean to make you feel bad.""
 ""It's okay, I know you were just trying to help.""
 ""No, I really am sorry. I'll do something nice for you to make up for it.""
 ""That's not necessary, Delvon."" 'Yes, it is. What can I do for you?'
 'Well, if you insist on doing something nice for me, you could buy me a coffee.'
 ""That's it? A coffee?"" 'Yeah, that would be great. Thanks, Delvon.'
 'No problem, Schuyler. Let me go get us some coffee now.']","['Delvon' 'Schuyler' 'Delvon' 'Schuyler' 'Delvon' 'Schuyler' 'Delvon'
 'Schuyler' 'Delvon']",Delvon,Schuyler,,4208303,train,Yes,Yes,Yes,Yes
482,PersonX begins to feel sorry for PersonY,xWant,to make PersonY feel better,Cate begins to feel sorry for Adina. Now Cate wants to make Adina feel better.,"Cate begins to feel sorry for Adina. He remembers how Adina used to be so happy and full of life, and now he's stuck in a hospital bed, hooked up to all sorts of machines. Cate decides he wants to do something to make Adina feel better, so he goes over and sits with him for a while, talking and joking around like they used to.","[""Hey Adina. How're you doing today?""
 ""Not too good, Cate. I'm pretty bored stuck in this hospital bed.""
 'Yeah, I can imagine. It must be really tough for you.'
 'It is. I just wish I could get out of here and go back to my normal life.'
 'I know how you feel, Adina. But the doctors are doing everything they can to make you better, so hang in there, okay?'
 'Thanks, Cate. Just having you here with me makes me feel a little bit better already.'
 ""That's good. I'm glad I can help.""
 ""So, what've you been up to lately? Anything exciting?""
 'Not really. Just the usual stuff. Work, hanging out with friends, that sort of thing.'
 'That sounds great. I wish I could be doing those things too.'
 ""Yeah, I'm sure you do. But like I said, the doctors are doing everything they can, so hopefully you'll be back to your old self in no time.""
 'I hope so too, Cate. Thanks for coming to visit me today. It really means a lot.']","['Cate' 'Adina' 'Cate' 'Adina' 'Cate' 'Adina' 'Cate' 'Adina' 'Cate'
 'Adina' 'Cate' 'Adina']",Cate,Adina,,4208663,train,Yes,Yes,Yes,Yes
483,PersonX tells PersonY it is not a big deal,xIntent,to make PersonY feel better,Elisa tells Gatlin it is not a big deal because Elisa wants to make Gatlin feel better.,Elisa told Gatlin that it was not a big deal because he wanted to make her feel better. He said that she had done nothing wrong and that he was just happy to see her.,"['Hey Gatlin.' 'Hey Elisa.'
 ""I'm sorry about what happened earlier, I didn't mean to upset you.""
 ""It's okay, I know you didn't mean it.""
 'Yeah, I was just happy to see you is all.'
 ""Well, I'm happy to see you too.""]",['Elisa' 'Gatlin' 'Elisa' 'Gatlin' 'Elisa' 'Gatlin'],Elisa,Gatlin,,4208802,train,Yes,Yes,Yes,Yes
484,PersonX offers PersonY some whiskey,xIntent,to make PersonY feel better,Emmi offers Glenda some whiskey because Emmi wants to make Glenda feel better.,"Glenda was feeling down, so Emmi offered her a drink of whiskey to make her feel better. Glenda accepted and felt the warmth of the alcohol spreading through her body, making her feel more relaxed and happy.","['Hey, are you okay? You seem really down.'
 ""Yeah, I'm just feeling a bit off today. Thanks for noticing.""
 'Of course. Do you want a drink? It might make you feel better.'
 'Sure, why not? Pour me a whiskey.' ""So, what's been bothering you?""
 ""I don't know. Everything just feels really overwhelming lately. I'm just not sure how much longer I can keep going like this.""
 ""It sounds like you're feeling pretty burned out. Have you considered taking a break or doing something to change up your routine?""
 ""I don't know. I feel like I can't take a break because there's so much that needs to be done and I'll just fall behind even more if I do. And changing my routine seems impossible with everything that's going on.""
 ""Yeah, it can definitely feel like that sometimes. But it's important to take care of yourself too. Maybe there's something small you could do to mix things up a bit? Even just something to make your days feel a bit more manageable?""
 'I guess that makes sense. Maybe I could try getting up earlier and taking some time for myself in the morning before starting my day?'
 ""That sounds like a great idea! Just remember, baby steps are still progress. You're not going to fix everything overnight, but making small changes can really help improve your overall mood and well-being.""]","['Emmi' 'Glenda' 'Emmi' 'Glenda' 'Emmi' 'Glenda' 'Emmi' 'Glenda' 'Emmi'
 'Glenda' 'Emmi']",Emmi,Glenda,,4213031,train,Yes,Yes,Yes,Yes
485,PersonX and PersonY have drinks together,xIntent,to make PersonY feel better,Fatou and Story have drinks together because Fatou wants to make Story feel better.,Fatou and Story went to a bar together. Fatou bought Story a drink because he wanted to make him feel better. They talked for awhile before leaving.,"[""Hey, I bought you a drink. Let's talk."" 'Yeah, sure. Thanks.'
 'So, how are things going?'
 ""Not great. My girlfriend broke up with me and I'm really upset about it.""
 ""That sucks. I'm sorry to hear that.""
 'Yeah, it does. We were together for two years and I thought things were going well between us. But I guess not.'
 ""Well, it's hard to know what someone else is thinking or feeling. Sometimes people just change their minds and there's nothing you can do about it except move on and try to be happy again yourself.""
 ""Yeah, I guess you're right. Thanks for talking with me and listening to my problems. It means a lot to me""]",['Fatou' 'Story' 'Fatou' 'Story' 'Fatou' 'Story' 'Fatou' 'Story'],Fatou,Story,,4238824,train,Yes,Yes,Yes,Yes
486,PersonX rubs PersonY's back,xIntent,to make PersonY feel better,Janiyah rubs Magdalena's back because Janiyah wants to make Magdalena feel better.,"Janiyah rubs Magdalena's back to try and soothe him. It's something he does often when Magdalena is feeling down, and it always seems to work like a charm.","[""Magdalena, what's wrong? You've been moping around all day.""
 ""I'm just feeling a little down, I guess. I don't know why.""
 ""Well, let's try and figure it out. What's been going on lately that might be causing you to feel this way?""
 ""I don't know. Everything just seems kind of pointless lately. Like, what's the point of doing anything if it's all just going to end eventually?""
 'That sounds pretty tough to deal with. I can understand why you might be feeling down about it. But there are a lot of good things in life too, you know? Maybe we can focus on those for a while and see if that helps cheer you up?'
 'Yeah, maybe that would help. Thanks, Janiyah.']",['Janiyah' 'Magdalena' 'Janiyah' 'Magdalena' 'Janiyah' 'Magdalena'],Janiyah,Magdalena,,4245881,train,Yes,Yes,Yes,No
487,PersonX comes across PersonY,xWant,to make PersonY feel better,Klynn comes across Emalyn. Now Klynn wants to make Emalyn feel better.,Klynn came across Emalyn and saw that she looked upset. Klynn went over to her and asked her what was wrong.Emalyn told Klynn that she was having a bad day. Klynn said that she was sorry to hear that and asked if there was anything she could do to help.,"[""I'm sorry to hear that you're having a bad day. Is there anything I can do to help?""
 ""It's just been one of those days, you know? Everything seems to be going wrong.""
 'I know how that feels. Do you want to talk about it?'
 ""I don't really know what to say. It's just been a really rough day.""
 'Do you want to talk about what happened? Sometimes it can help to get things off your chest.'
 ""I don't know if I'm ready to talk about it yet. But thank you for offering, Klynn. It means a lot.""]",['Klynn' 'Emalyn' 'Klynn' 'Emalyn' 'Klynn' 'Emalyn'],Klynn,Emalyn,,4245946,train,Yes,Yes,Yes,Yes
488,PersonX rubs PersonY’s shoulders,xIntent,to make PersonY feel better,Clemente rubs Selina’s shoulders because Clemente wants to make Selina feel better.,"Clemente saw that Selina was upset, so she rubbed her shoulders to try and make her feel better. Clemente has always been a shoulder to cry on for her friends, and she wanted to be there for Selina in her time of need.","[""Selina, I'm so sorry about your mom. Let me give you a hug.""
 ""No, I don't want to be hugged right now.""
 ""Okay, I understand. I'm here for you if you need to talk though.""
 'Thanks, Clemente. I appreciate it. I think I just need some time alone right now.'
 ""That's perfectly understandable. If you need anything, don't hesitate to reach out to me, okay?""
 'Alright, thanks again.']",['Clemente' 'Selina' 'Clemente' 'Selina' 'Clemente' 'Selina'],Clemente,Selina,,4293160,train,Yes,Yes,No,No
489,PersonX suggests PersonY tries another approach,xWant,to make PersonY feel better,Homer suggests Kaylor tries another approach. Now Homer wants to make Kaylor feel better.,"When Kaylor didn't get the job as a web developer at Google, he was really upset. He felt like he had failed and that his skills as a web developer were not good enough.","[""Hey, Kaylor. I heard that you didn't get the job at Google. I'm really sorry to hear that.""
 ""Thanks, Homer. It's been tough to deal with, but I'm trying to stay positive.""
 ""I can imagine. It's a big deal when you don't get a job you really wanted. What are you going to do now?""
 ""I'm not sure. I've been looking for other web developer jobs, but so far I haven't had any luck.""
 'Have you considered doing something else?'
 ""I don't know. I really love web development and I don't want to give up on it.""
 'Well, maybe you can take some time to improve your skills and then try again.'
 ""That's a good idea. Thanks, Homer.""]",['Homer' 'Kaylor' 'Homer' 'Kaylor' 'Homer' 'Kaylor' 'Homer' 'Kaylor'],Homer,Kaylor,,4294966,train,Unknown,No,Yes,Yes
490,PersonX gives PersonY respect,xIntent,to make PersonY feel better,Kedrick gives Allisson respect because Kedrick wants to make Allisson feel better.,"Kedrick feels respect for Allisson because Allisson is an important part of the team. Kedrick wants Allisson to feel appreciated, so he often goes out of his way to include Allisson in conversations and make sure Allisson feels comfortable.","[""Hey Allisson, how's it going?""
 'Not too bad. Just been getting some work done.'
 ""Yeah, I've been pretty busy myself. But I wanted to talk to you about something.""
 ""What's up?""
 ""Well, I was just thinking that we don't really talk that much. And I wanted to see if there was anything on your mind that you wanted to chat about.""
 ""Hmm...I don't know. There's not really anything specific that comes to mind.""
 'Okay, well how about we start with something general then. How do you like being on the team?'
 ""It's been good so far. Everyone seems nice and I'm learning a lot.""
 ""That's great! We're glad to have you on board. And I'm sure the team feels the same way. We all really respect your skills and what you bring to the table.""]","['Kedrick' 'Allisson' 'Kedrick' 'Allisson' 'Kedrick' 'Allisson' 'Kedrick'
 'Allisson' 'Kedrick']",Kedrick,Allisson,,4301328,train,Yes,Yes,Yes,No
491,PersonX regrets PersonY's absence,xWant,to make PersonY feel better,Memphis regrets Maliha's absence. Now Memphis wants to make Maliha feel better.,Memphis was really upset when Maliha didn't show up for their date. He had been looking forward to seeing Maliha all week and was really disappointed when he didn't show. Memphis decided to go over to Maliha's house to see if he was okay.,"[""Hey, Maliha. I was really upset when you didn't show up for our date. I had been looking forward to seeing you all week and was really disappointed when you didn't show.""
 ""I'm sorry, Memphis. I completely forgot about our date. I've been having a lot of personal issues lately and it's been hard to keep track of everything.""
 ""What's going on? Is there anything I can do to help?""
 ""It's just family stuff. My parents are getting divorced and it's been really tough on me. I'm sorry I didn't tell you sooner, but I just didn't want to burden you with my problems.""
 ""Maliha, we're friends. You can always come to me for anything. I care about you and want to help if I can.""
 ""Thanks, Memphis. Just knowing that you're here for me makes me feel a little better already.""]",['Memphis' 'Maliha' 'Memphis' 'Maliha' 'Memphis' 'Maliha'],Memphis,Maliha,,4304081,train,Yes,Yes,Yes,Yes
492,PersonX and PersonY speak for the first time,xIntent,to make PersonY feel better,Cassy and Andi speak for the first time because Cassy wants to make Andi feel better.,"Cassy and Andi speak for the first time because Cassy wants to make Andi feel better about herself. He tells her that she is beautiful and intelligent, and that he likes her very much.","[""Hi, Andi. I just wanted to tell you that you're really beautiful and smart, and I like you a lot.""
 'Thank you, Cassy. That means a lot to me. I appreciate your support.'
 ""No problem. I just want to make sure you know that you're worth a lot, and I'm here for you if you need anything.""
 ""Thank you again, Cassy. You're a really good friend.""]",['Cassy' 'Andi' 'Cassy' 'Andi'],Cassy,Andi,,4307664,train,Yes,Yes,Yes,Yes
493,PersonX tells PersonY to come over,xIntent,to make PersonY feel better,Noura tells Khori to come over because Noura wants to make Khori feel better.,"Khori is having a tough day and Noura wants to cheer her up. Noura invites Khori over to her house and they spend the afternoon watching movies, eating junk food, and chatting. By the end of the day, Khori feels much better and is grateful to Noura for being such a good friend.","[""Hey, Khori. I noticed you seemed a little down today. What's going on?""
 ""Oh, it's just been one of those days, you know? Everything seems to be going wrong.""
 ""Yeah, I know how that feels. But don't worry, I'm here for you. Let's do something to take your mind off of things.""
 'That sounds great. Thank you, Noura.'
 'No problem! So what do you want to do? We could watch movies, eat junk food... whatever you want.'
 ""Watching movies sounds perfect. And eating junk food definitely doesn't hurt either!""
 ""Alright, let's get started then!""]",['Noura' 'Khori' 'Noura' 'Khori' 'Noura' 'Khori' 'Noura'],Noura,Khori,,4313005,train,Yes,Yes,Yes,Yes
494,PersonX tries to pull PersonY closer,xIntent,to make PersonY feel better,Ronald tries to pull Hayes closer because Ronald wants to make Hayes feel better.,"Ronald feels terrible about what happened and wants to make Hayes feel better. Ronald tries to pull Hayes closer, but Hayes pushes Ronald away.","[""Hey, I'm really sorry about what happened. I know you're feeling awful right now.""
 ""Just leave me alone, okay? I don't want to talk to you.""
 'But I just want to help. You looked like you were in a lot of pain.'
 'And whose fault is that?! If you had just left me alone, none of this would have happened!'
 ""Hey, it's not your fault. It was an accident.""
 ""An accident? That's not what it feels like! It feels like you did this on purpose!""
 'No, no, no! I would never do that to you on purpose! You have to believe me!'
 ""Why should I believe you? You've been lying to me from the beginning!""
 'What are you talking about? When have I ever lied to you?'
 ""You said that you loved me! But it was all a lie, wasn't it? You don't love me at all!""]","['Ronald' 'Hayes' 'Ronald' 'Hayes' 'Ronald' 'Hayes' 'Ronald' 'Hayes'
 'Ronald' 'Hayes']",Ronald,Hayes,,4318453,train,Yes,Yes,No,No
495,PersonX tells PersonY to change clothes,xIntent,to make PersonY feel better,Kristine tells Walid to change clothes because Kristine wants to make Walid feel better.,Kristine suggested that Walid change his clothes to improve his mood. Kristine thought that perhaps a different outfit would make Walid feel better about himself and the situation.,"[""Hey, Walid. I noticed you're wearing the same clothes as yesterday.""
 ""Yeah, so what? I don't see why it matters.""
 'Well, I was just thinking that maybe a change of clothes would make you feel better about yourself and the situation.'
 ""I don't know. I don't really feel like changing right now.""
 ""Why not? It might make you feel better. Come on, it can't hurt to try.""
 ""Alright, fine. I'll go change my clothes if it will make you happy.""
 'Great! I think it will really help you out.'
 ""See? Doesn't that feel better?""
 'Yeah, I guess so. Thanks for suggesting it, Kristine.']","['Kristine' 'Walid' 'Kristine' 'Walid' 'Kristine' 'Walid' 'Kristine'
 'Kristine' 'Walid']",Kristine,Walid,,4327665,train,Yes,Yes,Yes,Yes
496,PersonX invites PersonY to a get-together,xIntent,to make PersonY feel better,Eastyn invites Christian to a get-together because Eastyn wants to make Christian feel better.,Eastyn invited Christian to a small get-together she was having with some close friends. Eastyn wanted Christian to feel better after her recent breakup and thought this would be a good opportunity for her to socialize.,"[""I'm so sorry about what happened with Tim. I know you must be feeling really down.""
 ""Yeah, I am. It's been really hard to deal with.""
 'Well, I was thinking maybe a small get-together with some close friends would make you feel better. What do you think?'
 'That sounds like a great idea! I appreciate your invite. When is it?'
 'Tomorrow night at 7pm. Does that work for you?'
 'Yes, that works perfectly! Thank you again for inviting me.']",['Eastyn' 'Christian' 'Eastyn' 'Christian' 'Eastyn' 'Christian'],Eastyn,Christian,,4335558,train,Yes,Yes,Yes,Yes
497,PersonX and PersonY share stories,xIntent,to make PersonY feel better,Embry and Jasen share stories because Embry wants to make Jasen feel better.,"Embry and Jasen share stories because Embry wants to make Jasen feel better. Embry noticed that Jasen seemed down, so he asked him what was wrong. When Jasen explained that he was feeling homesick, Embry decided to tell him some of his own stories about moving to a new place.","['Hey, Jasen. You seem a little down today. Is everything okay?'
 ""No, not really. I'm just feeling kind of homesick. I miss my family and friends back home.""
 ""I know how you feel. I moved here from another city a few years ago, and it was tough at first too. But you'll get used to it eventually. Just give it some time.""
 ""I hope so. It's just hard being so far away from everyone I love. But maybe you can help me out with that by telling me some of your own stories about moving to a new place. That would make me feel better, I think.""
 ""Absolutely. I'd be happy to. Let's see...I remember when I first moved here, I didn't know anyone. It was really lonely at first. But then I started meeting new people and made some friends, and it got better after that.""
 ""Yeah, that's what I'm hoping for too. Just need to find the right people to connect with, you know?""
 ""Exactly. And it'll happen eventually. You'll see.""]",['Embry' 'Jasen' 'Embry' 'Jasen' 'Embry' 'Jasen' 'Embry'],Embry,Jasen,,4336245,train,Yes,Yes,Yes,Yes
498,PersonX gives PersonY a bath,xIntent,to make PersonY feel better,Kearra gives Suzette a bath because Kearra wants to make Suzette feel better.,"Kearra gave Suzette a bath because Kearra wanted to make sure that Suzette was clean and comfortable. Kearra took her time washing Suzette with soap and then rinsing him off. After the bath, Suzette felt much better and was able to relax.","[""I'm glad I could give you a bath, Suzette. You looked like you really needed it.""
 'Thank you, Kearra. I appreciate it. I feel much better now.'
 ""You're welcome. I just wanted to make sure you were clean and comfortable.""
 'I appreciate that. Kearra, can I ask you something?' 'Sure, what is it?'
 'What made you want to become a nurse?'
 ""That's a good question. I actually became a nurse because of my own personal experience with illness. When I was younger, I got very sick and ended up in the hospital for a long time. The nurses that took care of me were so kind and compassionate and they really made a difference in my recovery. They inspired me to become a nurse so that I could help others the way they helped me.""
 ""That's really inspiring. I'm sure you make a big difference in the lives of your patients.""]","['Kearra' 'Suzette' 'Kearra' 'Suzette' 'Kearra' 'Suzette' 'Kearra'
 'Suzette']",Kearra,Suzette,,4353337,train,Yes,Yes,Yes,Yes
